month,year,gross_turnover_inr,tax_paid_inr,filing_status,filing_delay_days,itc_claimed_inr,business_id
02,2025,4058536.43,730536.56,Filed,0,257811.12,MSME_935136700
03,2025,3401310.69,612235.92,Filed,3,125706.9,MSME_935136700
04,2025,3289545.74,592118.23,Filed,4,116807.31,MSME_935136700
05,2025,4296686.48,773403.57,Filed,0,290145.95,MSME_935136700
06,2025,4594839.81,827071.17,Late,34,109144.84,MSME_935136700
07,2025,4280754.35,770535.78,Filed,0,146573.66,MSME_935136700
08,2025,4628522.88,833134.12,Filed,0,275463.89,MSME_935136700
09,2025,4002992.63,720538.67,Filed,0,135484.58,MSME_935136700
10,2025,5227989.36,941038.08,Filed,0,107687.31,MSME_935136700
11,2025,3910583.22,703904.98,Filed,0,187508.17,MSME_935136700
12,2025,4721513.16,849872.37,Filed,0,190308.04,MSME_935136700
01,2026,4392934.11,790728.14,Filed,0,104987.64,MSME_935136700
02,2026,3125975.76,562675.64,Filed,0,99981.79,MSME_935136700
03,2026,4335744.24,780433.96,Late,32,282503.68,MSME_935136700
04,2026,4444450.46,800001.08,Filed,0,98444.89,MSME_935136700
05,2026,4223251.16,760185.21,Filed,0,127437.25,MSME_935136700
06,2026,3965677.6,713821.97,Filed,0,274984.21,MSME_935136700
07,2024,2712435.78,488238.44,Filed,7,119806.13,MSME_329398389
08,2024,3212844.07,578311.93,Filed,1,212292.76,MSME_329398389
09,2024,2886615.22,519590.74,Late,31,196038.53,MSME_329398389
10,2024,2897118.53,521481.33,Filed,9,152692.47,MSME_329398389
11,2024,2724654.21,490437.76,Filed,0,172079.46,MSME_329398389
12,2024,3075977.71,553675.99,Filed,21,140518.52,MSME_329398389
01,2025,2772910.54,499123.9,Filed,28,102309.69,MSME_329398389
02,2025,3550210.77,639037.94,Filed,0,168990.14,MSME_329398389
03,2025,3096251.3,557325.23,Filed,0,150132.96,MSME_329398389
04,2025,2904359.49,522784.71,Filed,26,72172.37,MSME_329398389
05,2025,3395679.33,611222.28,Filed,17,210353.01,MSME_329398389
06,2025,3236684.01,582603.12,Late,43,154484.79,MSME_329398389
07,2025,2730476.98,491485.86,Filed,9,128044.5,MSME_329398389
08,2025,2719995.26,489599.15,Filed,12,149583.8,MSME_329398389
09,2025,2170247.73,390644.59,Filed,0,79318.2,MSME_329398389
10,2025,2589669.3,466140.47,Filed,26,71764.03,MSME_329398389
11,2025,3072593.1,553066.76,Late,33,156147.65,MSME_329398389
12,2025,2887195.26,519695.15,Filed,0,128053.46,MSME_329398389
01,2026,2520134.05,453624.13,Filed,0,79466.98,MSME_329398389
02,2026,2303454.81,414621.87,Filed,0,59536.41,MSME_329398389
03,2026,2287774.74,411799.45,Filed,9,120105.36,MSME_329398389
04,2026,2394135.75,430944.43,Filed,0,165945.67,MSME_329398389
05,2026,1791113.3,322400.39,Filed,0,66013.54,MSME_329398389
06,2026,2419332.04,435479.77,Filed,0,96910.36,MSME_329398389
07,2024,3297983.97,593637.11,Filed,0,214619.95,MSME_045274338
08,2024,3081044.08,554587.94,Filed,0,104272.65,MSME_045274338
09,2024,2846480.89,512366.56,Filed,0,167168.06,MSME_045274338
10,2024,3353696.42,603665.35,Filed,0,138963.28,MSME_045274338
11,2024,3218145.16,579266.13,Filed,0,122007.91,MSME_045274338
12,2024,3183150.1,572967.02,Filed,0,208981.48,MSME_045274338
01,2025,3183838.45,573090.92,Filed,0,185790.82,MSME_045274338
02,2025,3356116.47,604100.97,Filed,0,122020.65,MSME_045274338
03,2025,3277278.06,589910.05,Filed,0,152131.29,MSME_045274338
04,2025,3586474.12,645565.34,Filed,0,212347.91,MSME_045274338
05,2025,3349455.16,602901.93,Filed,0,206071.33,MSME_045274338
06,2025,3479656.23,626338.12,Filed,0,142910.76,MSME_045274338
07,2025,3361747.8,605114.6,Filed,0,112682.46,MSME_045274338
08,2025,3237492.18,582748.59,Filed,0,127085.9,MSME_045274338
09,2025,3420005.36,615600.97,Filed,0,111774.44,MSME_045274338
10,2025,3442309.6,619615.73,Filed,0,168042.1,MSME_045274338
11,2025,3804339.97,684781.2,Filed,0,180977.65,MSME_045274338
12,2025,3600494.34,648088.98,Filed,0,130454.65,MSME_045274338
01,2026,3406162.79,613109.3,Filed,0,233488.9,MSME_045274338
02,2026,3571295.7,642833.23,Filed,0,204974.07,MSME_045274338
03,2026,3363901.03,605502.19,Filed,0,122777.21,MSME_045274338
04,2026,4033268.92,725988.41,Filed,0,131081.71,MSME_045274338
05,2026,3553336.6,639600.59,Filed,0,79303.5,MSME_045274338
06,2026,3976773.73,715819.27,Filed,0,231912.64,MSME_045274338
07,2024,994985.05,179097.31,Filed,0,35966.03,MSME_915647126
08,2024,921832.94,165929.93,Filed,0,40444.77,MSME_915647126
09,2024,994435.34,178998.36,Filed,0,40551.69,MSME_915647126
10,2024,947271.28,170508.83,Filed,16,64724.88,MSME_915647126
11,2024,994973.89,179095.3,Late,40,35190.28,MSME_915647126
12,2024,988061.94,177851.15,Filed,20,60773.97,MSME_915647126
01,2025,886889.7,159640.15,Filed,12,21244.22,MSME_915647126
02,2025,907915.83,163424.85,Filed,23,41530.51,MSME_915647126
03,2025,983591.12,177046.4,Filed,0,65498.92,MSME_915647126
04,2025,864821.38,155667.85,Filed,12,44913.34,MSME_915647126
05,2025,1056641.62,190195.49,Filed,14,46975.04,MSME_915647126
06,2025,1041659.21,187498.66,Late,36,59338.69,MSME_915647126
07,2025,759983.03,136796.95,Filed,19,23422.46,MSME_915647126
08,2025,897081.87,161474.74,Filed,0,24419.24,MSME_915647126
09,2025,904585.89,162825.46,Filed,2,61961.76,MSME_915647126
10,2025,696596.53,125387.38,Filed,8,39228.29,MSME_915647126
11,2025,734538.89,132217.0,Late,41,36792.3,MSME_915647126
12,2025,878362.57,158105.26,Filed,15,59254.24,MSME_915647126
01,2026,917398.08,165131.65,Filed,0,38059.13,MSME_915647126
02,2026,877988.08,158037.85,Filed,23,61008.36,MSME_915647126
03,2026,923665.85,166259.85,Filed,0,28251.75,MSME_915647126
04,2026,708813.59,127586.45,Filed,0,48688.66,MSME_915647126
05,2026,1023853.31,184293.6,Filed,29,61855.56,MSME_915647126
06,2026,826771.45,148818.86,Filed,0,57814.07,MSME_915647126
07,2024,4037466.91,726744.04,Filed,0,283476.67,MSME_398833247
08,2024,3883610.71,699049.93,Filed,0,215254.61,MSME_398833247
09,2024,3778447.37,680120.53,Filed,23,233128.64,MSME_398833247
10,2024,2968848.67,534392.76,Filed,0,136567.79,MSME_398833247
11,2024,3117076.89,561073.84,Filed,5,74946.23,MSME_398833247
12,2024,4559324.79,820678.46,Filed,0,119686.71,MSME_398833247
01,2025,3952613.8,711470.48,Filed,0,225078.65,MSME_398833247
02,2025,4192008.15,754561.47,Filed,22,129133.55,MSME_398833247
03,2025,3825962.13,688673.18,Filed,0,274123.87,MSME_398833247
04,2025,4487438.75,807738.97,Filed,0,159280.08,MSME_398833247
05,2025,4543545.14,817838.13,Filed,0,85428.59,MSME_398833247
06,2025,4474907.7,805483.39,Filed,18,169562.14,MSME_398833247
07,2025,3990994.71,718379.05,Filed,8,225583.95,MSME_398833247
08,2025,3618369.69,651306.54,Filed,14,134048.66,MSME_398833247
09,2025,3487067.74,627672.19,Late,30,158586.04,MSME_398833247
10,2025,4290923.47,772366.22,Filed,0,190731.06,MSME_398833247
11,2025,3627201.8,652896.32,Filed,0,240395.33,MSME_398833247
12,2025,3076967.42,553854.14,Late,42,123559.26,MSME_398833247
01,2026,4571939.73,822949.15,Filed,0,213181.53,MSME_398833247
02,2026,4637847.21,834812.5,Filed,0,135802.39,MSME_398833247
03,2026,3418755.49,615375.99,Late,41,240246.06,MSME_398833247
04,2026,3607701.94,649386.35,Filed,0,194603.0,MSME_398833247
05,2026,3805506.09,684991.1,Filed,20,148948.17,MSME_398833247
06,2026,4118648.49,741356.73,Filed,28,163921.42,MSME_398833247
07,2024,4138474.98,744925.5,Filed,0,101733.56,MSME_866027272
08,2024,4520957.9,813772.42,Filed,0,260907.79,MSME_866027272
09,2024,4511515.37,812072.77,Filed,0,165269.68,MSME_866027272
10,2024,4547247.92,818504.63,Filed,0,128765.49,MSME_866027272
11,2024,4690248.62,844244.75,Filed,0,164676.91,MSME_866027272
12,2024,4445383.0,800168.94,Filed,0,156046.28,MSME_866027272
01,2025,4885741.41,879433.45,Filed,0,102025.61,MSME_866027272
02,2025,4808196.51,865475.37,Filed,0,326722.49,MSME_866027272
03,2025,4578312.65,824096.28,Filed,0,195128.94,MSME_866027272
04,2025,4676180.71,841712.53,Filed,0,112496.63,MSME_866027272
05,2025,4776908.94,859843.61,Filed,0,90371.07,MSME_866027272
06,2025,5040187.74,907233.79,Filed,0,157160.7,MSME_866027272
07,2025,4944635.04,890034.31,Filed,0,188611.53,MSME_866027272
08,2025,4904472.28,882805.01,Filed,0,321010.97,MSME_866027272
09,2025,4621098.44,831797.72,Filed,0,167518.43,MSME_866027272
10,2025,5042365.7,907625.83,Filed,0,204848.37,MSME_866027272
11,2025,5323407.37,958213.33,Filed,0,280962.3,MSME_866027272
12,2025,4996853.94,899433.71,Filed,0,183684.31,MSME_866027272
01,2026,5239387.89,943089.82,Filed,0,347194.71,MSME_866027272
02,2026,5488884.84,987999.27,Filed,0,361187.93,MSME_866027272
03,2026,5479699.92,986345.99,Filed,0,161828.01,MSME_866027272
04,2026,5386448.65,969560.76,Filed,0,211374.24,MSME_866027272
05,2026,5203536.07,936636.49,Filed,0,203893.45,MSME_866027272
06,2026,5251289.34,945232.08,Filed,0,100328.21,MSME_866027272
07,2024,2629114.37,473240.59,Filed,0,183554.32,MSME_951114141
08,2024,2428318.72,437097.37,Filed,0,97678.36,MSME_951114141
09,2024,2459443.09,442699.76,Filed,0,73117.83,MSME_951114141
10,2024,2490201.14,448236.21,Filed,0,148090.5,MSME_951114141
11,2024,2405328.64,432959.15,Filed,0,161557.09,MSME_951114141
12,2024,2790495.62,502289.21,Filed,0,105459.75,MSME_951114141
01,2025,2656864.11,478235.54,Filed,0,144032.04,MSME_951114141
02,2025,2775438.18,499578.87,Filed,0,97046.87,MSME_951114141
03,2025,2821518.39,507873.31,Filed,0,124710.61,MSME_951114141
04,2025,2697227.5,485500.95,Late,37,101965.45,MSME_951114141
05,2025,2794445.86,503000.26,Filed,0,112827.98,MSME_951114141
06,2025,2627871.35,473016.84,Filed,0,141764.93,MSME_951114141
07,2025,2692366.45,484625.96,Filed,0,131166.46,MSME_951114141
08,2025,3258897.83,586601.61,Filed,0,108359.21,MSME_951114141
09,2025,2595427.07,467176.87,Filed,5,130110.86,MSME_951114141
10,2025,2723994.54,490319.02,Filed,0,89401.99,MSME_951114141
11,2025,2782641.46,500875.46,Filed,0,117697.47,MSME_951114141
12,2025,2869292.3,516472.61,Filed,0,64319.94,MSME_951114141
01,2026,2870934.68,516768.24,Filed,0,117493.19,MSME_951114141
02,2026,2960119.57,532821.52,Filed,0,133151.27,MSME_951114141
03,2026,3018839.72,543391.15,Filed,0,134984.3,MSME_951114141
04,2026,2996631.85,539393.73,Filed,0,95388.74,MSME_951114141
05,2026,3127644.84,562976.07,Filed,0,164372.16,MSME_951114141
06,2026,2768385.35,498309.36,Filed,0,118941.77,MSME_951114141
07,2024,4349947.17,782990.49,Filed,0,204965.59,MSME_116480903
08,2024,4239436.74,763098.61,Filed,0,183323.51,MSME_116480903
09,2024,3955434.01,711978.12,Filed,0,241297.74,MSME_116480903
10,2024,4008724.26,721570.37,Filed,0,225010.33,MSME_116480903
11,2024,4198404.57,755712.82,Filed,0,155338.3,MSME_116480903
12,2024,4490791.35,808342.44,Filed,5,163629.49,MSME_116480903
01,2025,4495292.41,809152.63,Filed,0,315313.45,MSME_116480903
02,2025,4213537.47,758436.74,Filed,0,149754.22,MSME_116480903
03,2025,4611175.44,830011.58,Filed,0,207641.66,MSME_116480903
04,2025,4954128.86,891743.19,Filed,0,126354.31,MSME_116480903
05,2025,4423816.83,796287.03,Filed,0,246911.02,MSME_116480903
06,2025,4984153.08,897147.55,Late,42,180584.05,MSME_116480903
07,2025,4457413.86,802334.49,Filed,0,160496.06,MSME_116480903
08,2025,4879807.05,878365.27,Filed,0,280258.66,MSME_116480903
09,2025,4985754.41,897435.79,Filed,0,190461.74,MSME_116480903
10,2025,4735753.27,852435.59,Filed,0,217039.3,MSME_116480903
11,2025,4647852.68,836613.48,Filed,0,104660.09,MSME_116480903
12,2025,4912074.29,884173.37,Filed,0,200721.75,MSME_116480903
01,2026,4858503.93,874530.71,Filed,0,313676.13,MSME_116480903
02,2026,4375416.11,787574.9,Filed,0,287000.39,MSME_116480903
03,2026,5105936.81,919068.63,Filed,0,137725.75,MSME_116480903
04,2026,5364177.84,965552.01,Filed,0,291441.99,MSME_116480903
05,2026,5411015.25,973982.75,Filed,0,149429.03,MSME_116480903
06,2026,5411722.74,974110.09,Filed,0,263264.8,MSME_116480903
07,2024,2096849.32,377432.88,Filed,6,48100.93,MSME_734122126
08,2024,2548030.96,458645.57,Filed,9,129552.37,MSME_734122126
09,2024,2428385.01,437109.3,Late,41,51702.38,MSME_734122126
10,2024,2201138.78,396204.98,Filed,1,52585.82,MSME_734122126
11,2024,2081988.63,374757.95,Filed,18,109385.77,MSME_734122126
12,2024,1901814.79,342326.66,Filed,24,129366.15,MSME_734122126
01,2025,2244996.28,404099.33,Filed,0,111876.79,MSME_734122126
02,2025,2380309.03,428455.62,Filed,0,67917.2,MSME_734122126
03,2025,2232200.06,401796.01,Late,44,88865.41,MSME_734122126
04,2025,2119316.19,381476.91,Filed,13,62581.34,MSME_734122126
05,2025,2153653.29,387657.59,Filed,0,67263.96,MSME_734122126
06,2025,2022837.3,364110.71,Filed,0,67224.25,MSME_734122126
07,2025,2207649.44,397376.9,Filed,18,81197.9,MSME_734122126
08,2025,1664841.81,299671.53,Filed,9,94255.65,MSME_734122126
09,2025,2287039.94,411667.19,Filed,0,84817.7,MSME_734122126
10,2025,2033695.0,366065.1,Late,44,131580.81,MSME_734122126
11,2025,2233198.01,401975.64,Filed,9,60961.0,MSME_734122126
12,2025,1958194.1,352474.94,Filed,5,83438.24,MSME_734122126
01,2026,1699385.42,305889.38,Filed,9,75056.08,MSME_734122126
02,2026,1957669.01,352380.42,Filed,9,94326.92,MSME_734122126
03,2026,2006093.77,361096.88,Filed,2,138911.46,MSME_734122126
04,2026,2175760.79,391636.94,Late,42,121357.84,MSME_734122126
05,2026,1517410.79,273133.94,Filed,0,52834.94,MSME_734122126
06,2026,1743502.08,313830.37,Filed,27,67904.06,MSME_734122126
07,2024,2885108.2,519319.48,Filed,12,107291.99,MSME_834884804
08,2024,1844159.19,331948.65,Late,42,108673.65,MSME_834884804
09,2024,2732984.03,491937.13,Filed,0,102856.74,MSME_834884804
10,2024,2702111.9,486380.14,Filed,0,113220.44,MSME_834884804
11,2024,2589191.31,466054.44,Late,32,180773.0,MSME_834884804
12,2024,2738934.22,493008.16,Filed,0,51502.41,MSME_834884804
01,2025,1821884.38,327939.19,Filed,0,69497.15,MSME_834884804
02,2025,2939178.09,529052.06,Filed,0,145644.95,MSME_834884804
03,2025,2324837.76,418470.8,Filed,0,68055.76,MSME_834884804
04,2025,2549347.46,458882.54,Filed,18,165178.11,MSME_834884804
05,2025,2919142.01,525445.56,Late,35,87509.06,MSME_834884804
06,2025,2651266.53,477227.98,Filed,0,86764.65,MSME_834884804
07,2025,2306611.34,415190.04,Filed,0,119657.07,MSME_834884804
08,2025,2258865.94,406595.87,Filed,0,160263.08,MSME_834884804
09,2025,2070989.97,372778.19,Filed,3,119515.66,MSME_834884804
10,2025,3125255.64,562546.01,Filed,0,165074.67,MSME_834884804
11,2025,3386665.1,609599.72,Filed,0,142191.0,MSME_834884804
12,2025,3103209.22,558577.66,Filed,0,146977.7,MSME_834884804
01,2026,2835474.02,510385.32,Filed,0,186651.12,MSME_834884804
02,2026,3186888.56,573639.94,Filed,0,169226.11,MSME_834884804
03,2026,2144901.65,386082.3,Filed,0,91230.42,MSME_834884804
04,2026,3230283.54,581451.04,Filed,0,185371.2,MSME_834884804
05,2026,2706674.73,487201.45,Filed,14,149553.59,MSME_834884804
06,2026,2875278.59,517550.15,Filed,0,169908.53,MSME_834884804
07,2024,2547163.02,458489.34,Late,42,51867.55,MSME_945656800
08,2024,2721789.19,489922.05,Filed,17,104255.91,MSME_945656800
09,2024,2515989.53,452878.12,Filed,13,47318.01,MSME_945656800
10,2024,2593157.08,466768.27,Late,41,90490.62,MSME_945656800
11,2024,2361375.78,425047.64,Filed,25,130360.56,MSME_945656800
12,2024,2439004.42,439020.8,Filed,0,50082.04,MSME_945656800
01,2025,2276797.6,409823.57,Filed,0,146368.06,MSME_945656800
02,2025,3125117.34,562521.12,Late,44,128176.42,MSME_945656800
03,2025,2035917.42,366465.14,Filed,0,58688.14,MSME_945656800
04,2025,2418210.8,435277.94,Filed,6,57814.68,MSME_945656800
05,2025,2561501.05,461070.19,Filed,0,179503.97,MSME_945656800
06,2025,2085857.53,375454.36,Filed,10,118436.89,MSME_945656800
07,2025,2545265.42,458147.78,Late,43,149299.92,MSME_945656800
08,2025,2040515.35,367292.76,Late,34,83721.55,MSME_945656800
09,2025,2353966.81,423714.03,Filed,3,146197.33,MSME_945656800
10,2025,2219853.06,399573.55,Filed,0,151230.36,MSME_945656800
11,2025,2521730.25,453911.45,Late,31,167394.42,MSME_945656800
12,2025,1999107.11,359839.28,Filed,27,43322.59,MSME_945656800
01,2026,2196765.25,395417.75,Filed,17,120630.27,MSME_945656800
02,2026,2020686.77,363723.62,Filed,7,111294.16,MSME_945656800
03,2026,2152398.52,387431.73,Filed,28,144650.89,MSME_945656800
04,2026,2064858.13,371674.46,Filed,27,49072.27,MSME_945656800
05,2026,1976019.36,355683.49,Filed,11,40107.86,MSME_945656800
06,2026,2158339.65,388501.14,Filed,0,76171.56,MSME_945656800
07,2024,4886744.27,879613.97,Late,33,277053.65,MSME_625993396
08,2024,3584358.24,645184.48,Filed,0,235070.64,MSME_625993396
09,2024,3433351.27,618003.23,Filed,2,122949.19,MSME_625993396
10,2024,4346469.65,782364.54,Filed,20,271100.4,MSME_625993396
11,2024,4337762.06,780797.17,Filed,12,274302.22,MSME_625993396
12,2024,4857895.81,874421.25,Filed,0,315009.97,MSME_625993396
01,2025,3958166.19,712469.91,Late,42,125583.48,MSME_625993396
02,2025,4855318.84,873957.39,Late,39,121421.45,MSME_625993396
03,2025,4178853.44,752193.62,Late,44,165858.16,MSME_625993396
04,2025,3320868.71,597756.37,Filed,14,82883.86,MSME_625993396
05,2025,3460933.61,622968.05,Filed,20,229260.64,MSME_625993396
06,2025,4367519.84,786153.57,Late,32,125107.86,MSME_625993396
07,2025,4725376.13,850567.7,Late,33,320182.86,MSME_625993396
08,2025,4011241.44,722023.46,Late,32,189743.06,MSME_625993396
09,2025,3129585.04,563325.31,Filed,0,210370.56,MSME_625993396
10,2025,3287170.7,591690.73,Filed,16,224635.1,MSME_625993396
11,2025,4062296.22,731213.32,Filed,0,240586.04,MSME_625993396
12,2025,3995468.08,719184.25,Late,39,210018.61,MSME_625993396
01,2026,3927594.94,706967.09,Filed,25,206282.47,MSME_625993396
02,2026,4293240.73,772783.33,Filed,0,165477.01,MSME_625993396
03,2026,3943649.61,709856.93,Filed,0,220130.22,MSME_625993396
04,2026,2865967.19,515874.09,Filed,0,189641.5,MSME_625993396
05,2026,3972121.11,714981.8,Filed,10,264128.76,MSME_625993396
06,2026,4442580.82,799664.55,Filed,0,258387.6,MSME_625993396
07,2024,1314152.76,236547.5,Filed,19,55353.81,MSME_573775464
08,2024,1517969.8,273234.56,Filed,6,64468.06,MSME_573775464
09,2024,1293722.33,232870.02,Filed,0,90719.28,MSME_573775464
10,2024,1286074.78,231493.46,Filed,0,34605.64,MSME_573775464
11,2024,1017049.22,183068.86,Filed,0,37850.11,MSME_573775464
12,2024,1399447.52,251900.55,Filed,0,59149.75,MSME_573775464
01,2025,1268440.04,228319.21,Filed,9,53903.11,MSME_573775464
02,2025,1117161.8,201089.12,Filed,0,27469.26,MSME_573775464
03,2025,1246953.57,224451.64,Late,32,23946.37,MSME_573775464
04,2025,1162128.76,209183.18,Filed,0,32545.71,MSME_573775464
05,2025,1538794.68,276983.04,Late,35,39244.39,MSME_573775464
06,2025,1657117.86,298281.22,Filed,0,109439.21,MSME_573775464
07,2025,929966.75,167394.02,Filed,0,56973.95,MSME_573775464
08,2025,1306035.97,235086.47,Filed,0,70270.28,MSME_573775464
09,2025,1153399.6,207611.93,Filed,0,71917.5,MSME_573775464
10,2025,1165503.41,209790.61,Filed,0,39554.85,MSME_573775464
11,2025,1020508.82,183691.59,Filed,0,54525.94,MSME_573775464
12,2025,1446649.35,260396.88,Filed,9,88695.71,MSME_573775464
01,2026,1109424.12,199696.34,Filed,24,31214.99,MSME_573775464
02,2026,1164909.03,209683.63,Filed,0,39948.68,MSME_573775464
03,2026,1322544.54,238058.02,Late,34,70864.43,MSME_573775464
04,2026,1365961.91,245873.14,Filed,0,79098.42,MSME_573775464
05,2026,1448955.26,260811.95,Filed,20,50450.1,MSME_573775464
06,2026,1439304.39,259074.79,Filed,0,73232.24,MSME_573775464
07,2024,1149794.24,206962.96,Filed,0,22218.53,MSME_156848879
08,2024,1237706.19,222787.11,Filed,0,76917.39,MSME_156848879
09,2024,1180578.37,212504.11,Filed,0,69757.46,MSME_156848879
10,2024,1135120.36,204321.66,Filed,0,39608.06,MSME_156848879
11,2024,1294832.99,233069.94,Filed,0,88635.11,MSME_156848879
12,2024,1189353.89,214083.7,Filed,0,40663.19,MSME_156848879
01,2025,1234153.11,222147.56,Filed,0,53917.91,MSME_156848879
02,2025,1256011.13,226082.0,Filed,0,64508.02,MSME_156848879
03,2025,1262622.46,227272.04,Filed,0,65034.51,MSME_156848879
04,2025,1228348.47,221102.73,Filed,0,56073.81,MSME_156848879
05,2025,1276835.5,229830.39,Filed,0,73854.83,MSME_156848879
06,2025,1348636.49,242754.57,Filed,0,81577.79,MSME_156848879
07,2025,1271804.15,228924.75,Filed,0,78304.34,MSME_156848879
08,2025,1319828.9,237569.2,Filed,0,65881.33,MSME_156848879
09,2025,1330864.16,239555.55,Filed,0,41754.8,MSME_156848879
10,2025,1272325.34,229018.56,Filed,0,48711.3,MSME_156848879
11,2025,1329557.33,239320.32,Filed,0,28726.67,MSME_156848879
12,2025,1379114.42,248240.6,Filed,0,55311.3,MSME_156848879
01,2026,1422133.92,255984.1,Filed,0,93603.86,MSME_156848879
02,2026,1348328.01,242699.04,Filed,0,92881.82,MSME_156848879
03,2026,1313639.13,236455.04,Filed,0,51826.59,MSME_156848879
04,2026,1338585.33,240945.36,Filed,0,78216.25,MSME_156848879
05,2026,1450144.78,261026.06,Filed,0,34619.18,MSME_156848879
06,2026,1430543.7,257497.87,Filed,0,27197.94,MSME_156848879
07,2024,2387202.54,429696.46,Filed,0,126886.06,MSME_930472072
08,2024,2379193.52,428254.83,Filed,0,119417.56,MSME_930472072
09,2024,2304476.76,414805.82,Filed,0,107960.95,MSME_930472072
10,2024,2539834.28,457170.17,Filed,0,151974.01,MSME_930472072
11,2024,2424910.98,436483.98,Filed,0,126546.14,MSME_930472072
12,2024,2563725.47,461470.59,Filed,0,124284.21,MSME_930472072
01,2025,2522946.96,454130.45,Filed,0,102682.07,MSME_930472072
02,2025,2647628.39,476573.11,Filed,3,156997.74,MSME_930472072
03,2025,2462769.84,443298.57,Filed,0,65425.83,MSME_930472072
04,2025,2488527.2,447934.9,Filed,0,126885.12,MSME_930472072
05,2025,2666003.15,479880.57,Filed,0,80267.09,MSME_930472072
06,2025,2606825.08,469228.51,Filed,0,62843.36,MSME_930472072
07,2025,2591920.03,466545.6,Filed,0,99072.97,MSME_930472072
08,2025,2607296.35,469313.34,Filed,0,168528.85,MSME_930472072
09,2025,2667358.11,480124.46,Filed,0,66040.1,MSME_930472072
10,2025,2734003.63,492120.65,Filed,0,154629.02,MSME_930472072
11,2025,2694089.97,484936.19,Filed,0,126583.01,MSME_930472072
12,2025,2705807.86,487045.41,Filed,0,82695.28,MSME_930472072
01,2026,2757743.42,496393.82,Filed,0,167830.09,MSME_930472072
02,2026,2633522.85,474034.11,Filed,0,99718.47,MSME_930472072
03,2026,2743596.04,493847.29,Filed,0,81048.76,MSME_930472072
04,2026,2984907.22,537283.3,Filed,0,60516.75,MSME_930472072
05,2026,2862043.25,515167.79,Filed,0,102826.92,MSME_930472072
06,2026,3081269.29,554628.47,Filed,0,151373.67,MSME_930472072
07,2024,3235761.57,582437.08,Filed,0,198789.62,MSME_210376898
08,2024,3433667.28,618060.11,Filed,0,163990.1,MSME_210376898
09,2024,3223216.9,580179.04,Filed,0,168787.63,MSME_210376898
10,2024,3202080.88,576374.56,Filed,0,160638.76,MSME_210376898
11,2024,3566136.03,641904.49,Filed,0,107318.68,MSME_210376898
12,2024,3135845.94,564452.27,Filed,0,168659.72,MSME_210376898
01,2025,3347862.25,602615.21,Filed,0,229861.81,MSME_210376898
02,2025,3073225.56,553180.6,Filed,0,139570.48,MSME_210376898
03,2025,3411127.01,614002.86,Filed,0,96420.47,MSME_210376898
04,2025,3500990.07,630178.21,Filed,0,137444.7,MSME_210376898
05,2025,3370027.99,606605.04,Filed,0,112042.19,MSME_210376898
06,2025,3373872.6,607297.07,Filed,0,204379.31,MSME_210376898
07,2025,3530797.68,635543.58,Filed,0,81014.41,MSME_210376898
08,2025,3436989.07,618658.03,Filed,0,225849.32,MSME_210376898
09,2025,3539400.0,637092.0,Filed,0,243916.17,MSME_210376898
10,2025,3392510.67,610651.92,Filed,0,177792.99,MSME_210376898
11,2025,3385817.02,609447.06,Filed,0,234533.54,MSME_210376898
12,2025,3353125.72,603562.63,Filed,0,136179.76,MSME_210376898
01,2026,3506042.83,631087.71,Filed,0,182205.87,MSME_210376898
02,2026,3598397.18,647711.49,Filed,0,126097.34,MSME_210376898
03,2026,3796114.24,683300.56,Filed,21,271611.48,MSME_210376898
04,2026,3878127.48,698062.95,Filed,0,118566.74,MSME_210376898
05,2026,3751365.89,675245.86,Filed,0,243967.42,MSME_210376898
06,2026,3656125.79,658102.64,Filed,0,182571.3,MSME_210376898
07,2024,3387946.63,609830.39,Filed,0,115864.05,MSME_503658307
08,2024,3444142.65,619945.68,Filed,0,77113.74,MSME_503658307
09,2024,3655593.14,658006.77,Filed,0,184916.54,MSME_503658307
10,2024,3477629.73,625973.35,Filed,0,149754.04,MSME_503658307
11,2024,3385988.07,609477.85,Filed,0,202993.78,MSME_503658307
12,2024,3556956.76,640252.22,Filed,0,137467.39,MSME_503658307
01,2025,3699521.02,665913.78,Filed,0,81015.38,MSME_503658307
02,2025,3607281.42,649310.66,Filed,0,256689.99,MSME_503658307
03,2025,3643659.83,655858.77,Filed,0,131886.94,MSME_503658307
04,2025,3863581.03,695444.59,Filed,0,179254.0,MSME_503658307
05,2025,3770086.14,678615.51,Filed,0,185676.87,MSME_503658307
06,2025,3938079.02,708854.22,Filed,0,157697.11,MSME_503658307
07,2025,3785795.98,681443.28,Filed,0,247615.88,MSME_503658307
08,2025,3879860.72,698374.93,Filed,0,182103.21,MSME_503658307
09,2025,3802942.41,684529.63,Filed,0,246916.42,MSME_503658307
10,2025,3711865.55,668135.8,Filed,0,148827.26,MSME_503658307
11,2025,3770975.11,678775.52,Filed,0,123543.48,MSME_503658307
12,2025,4032214.21,725798.56,Filed,0,195107.17,MSME_503658307
01,2026,4022611.25,724070.02,Filed,0,200260.2,MSME_503658307
02,2026,4134723.88,744250.3,Filed,0,157113.16,MSME_503658307
03,2026,4165547.98,749798.64,Filed,0,211472.5,MSME_503658307
04,2026,3994825.68,719068.62,Filed,0,253123.8,MSME_503658307
05,2026,3945445.16,710180.13,Filed,0,261132.7,MSME_503658307
