month,year,total_inflow_volume_inr,inflow_transaction_count,average_ticket_size_inr,total_outflow_volume_inr,outflow_transaction_count,unique_counterparties_in,failed_transaction_rate_pct,business_id
12,2025,2673308.04,300,8911.03,1973274.91,294,118,2.87,MSME_434977301
01,2026,3198439.18,236,13552.71,1934737.03,217,88,1.88,MSME_434977301
02,2026,4107282.94,426,9641.51,2565040.99,461,269,2.43,MSME_434977301
03,2026,2644972.82,207,12777.65,1750057.58,178,132,2.76,MSME_434977301
04,2026,2811800.9,5240,536.6,1661064.21,5001,2348,2.98,MSME_434977301
05,2026,2650994.11,405,6545.66,2005097.57,380,152,2.09,MSME_434977301
06,2026,4076086.79,636,6408.94,3223034.25,573,439,1.26,MSME_434977301
07,2024,712855.06,58,12290.6,443149.41,58,28,1.95,MSME_926431396
08,2024,568167.49,43,13213.2,329181.59,43,17,0.8,MSME_926431396
09,2024,714518.14,122,5856.71,442094.72,120,74,0.32,MSME_926431396
10,2024,687841.46,69,9968.72,482154.47,60,33,1.73,MSME_926431396
11,2024,711229.21,72,9878.18,483470.39,80,29,0.21,MSME_926431396
12,2024,777097.63,302,2573.17,397928.82,312,198,1.12,MSME_926431396
01,2025,701063.57,59,11882.43,368452.53,62,29,1.82,MSME_926431396
02,2025,692485.22,48,14426.78,439894.17,54,17,0.23,MSME_926431396
03,2025,669787.87,92,7280.3,427530.55,97,29,1.56,MSME_926431396
04,2025,700539.89,65,10777.54,354319.87,72,25,2.94,MSME_926431396
05,2025,839852.09,214,3924.54,487548.4,187,123,0.62,MSME_926431396
06,2025,584097.34,711,821.52,326433.12,745,477,1.81,MSME_926431396
07,2025,751689.73,65,11564.46,538776.65,58,23,1.6,MSME_926431396
08,2025,596165.69,125,4769.33,380908.94,133,84,1.38,MSME_926431396
09,2025,687836.55,51,13486.99,368092.1,56,30,0.18,MSME_926431396
10,2025,619531.54,43,14407.71,337953.33,35,14,0.52,MSME_926431396
11,2025,668013.45,1122,595.38,415387.8,1280,618,1.72,MSME_926431396
12,2025,818578.17,92,8897.59,621407.03,74,29,2.46,MSME_926431396
01,2026,884805.75,61,14505.01,621893.44,68,30,0.23,MSME_926431396
02,2026,624339.86,42,14865.23,399108.64,34,15,0.61,MSME_926431396
03,2026,902100.05,724,1245.99,500848.58,762,415,1.61,MSME_926431396
04,2026,881958.6,127,6944.56,702894.11,136,82,1.82,MSME_926431396
05,2026,659967.51,78,8461.12,376031.62,69,29,0.88,MSME_926431396
06,2026,788987.94,407,1938.55,499276.97,416,271,0.22,MSME_926431396
07,2024,4291177.71,398,10781.85,3271645.03,475,134,1.0,MSME_921121383
08,2024,3841915.37,679,5658.2,2119080.94,705,309,0.99,MSME_921121383
09,2024,3842963.16,484,7940.01,2374976.35,524,225,1.08,MSME_921121383
10,2024,4182699.37,380,11007.1,3137715.59,360,192,2.24,MSME_921121383
11,2024,4406423.01,328,13434.22,2466999.7,326,138,2.9,MSME_921121383
12,2024,3715440.59,776,4787.94,1990945.76,825,302,0.21,MSME_921121383
01,2025,3378302.86,255,13248.25,1849129.47,288,88,2.34,MSME_921121383
02,2025,3608157.77,967,3731.29,2527206.53,881,583,2.9,MSME_921121383
03,2025,3212954.5,302,10638.92,1997848.27,263,143,1.59,MSME_921121383
04,2025,3757817.35,651,5772.38,2545490.86,707,327,0.99,MSME_921121383
05,2025,3230488.36,372,8684.11,2099068.5,410,235,2.81,MSME_921121383
06,2025,2829443.33,1060,2669.29,1993465.51,1160,557,2.36,MSME_921121383
07,2025,3015864.19,201,15004.3,1803309.46,195,110,2.34,MSME_921121383
08,2025,3189201.88,364,8761.54,2151119.92,324,136,2.02,MSME_921121383
09,2025,3241294.27,780,4155.51,2483098.87,668,476,1.91,MSME_921121383
10,2025,3865795.45,574,6734.84,2154560.45,601,253,0.96,MSME_921121383
11,2025,3293144.19,543,6064.72,2111629.47,648,219,0.6,MSME_921121383
12,2025,2377257.26,186,12780.95,1641891.29,215,56,1.0,MSME_921121383
01,2026,3703181.13,274,13515.26,2935002.77,320,121,0.49,MSME_921121383
02,2026,2355937.46,340,6929.23,1688119.76,320,131,2.27,MSME_921121383
03,2026,2636885.22,178,14813.96,1783397.64,159,82,1.25,MSME_921121383
04,2026,3490359.16,440,7932.63,2543390.99,516,146,1.17,MSME_921121383
05,2026,2501122.36,181,13818.36,1806503.22,173,107,0.9,MSME_921121383
06,2026,2058063.21,3563,577.62,1129732.17,4252,1900,1.26,MSME_921121383
07,2024,1980900.81,311,6369.46,1260318.06,356,114,0.72,MSME_746315176
08,2024,1439573.87,210,6855.11,955628.91,245,123,0.89,MSME_746315176
09,2024,1316291.22,128,10283.53,847418.34,142,52,0.41,MSME_746315176
10,2024,1304663.34,115,11344.9,890262.55,133,63,2.16,MSME_746315176
11,2024,1456837.39,366,3980.43,820414.51,319,118,0.19,MSME_746315176
12,2024,1808288.74,309,5852.07,1030753.24,352,148,2.85,MSME_746315176
01,2025,1779750.78,166,10721.39,936572.53,160,115,2.0,MSME_746315176
02,2025,1413046.25,107,13206.04,889229.35,97,38,0.63,MSME_746315176
03,2025,1926724.81,386,4991.52,1032163.6,362,234,1.64,MSME_746315176
04,2025,1189324.56,262,4539.41,629404.62,278,180,1.23,MSME_746315176
05,2025,1418119.98,339,4183.24,718566.26,291,174,0.66,MSME_746315176
06,2025,1370066.92,453,3024.43,1010867.35,417,201,2.2,MSME_746315176
07,2025,1232531.58,139,8867.13,899248.97,122,58,0.91,MSME_746315176
08,2025,1011585.16,370,2734.01,805115.94,376,121,1.83,MSME_746315176
09,2025,1370365.46,144,9516.43,930351.75,119,81,2.7,MSME_746315176
10,2025,1079881.21,285,3789.06,617358.29,325,104,2.11,MSME_746315176
11,2025,1486744.54,180,8259.69,810565.85,190,75,2.56,MSME_746315176
12,2025,1264629.49,608,2079.98,647135.42,549,328,1.0,MSME_746315176
01,2026,1107830.98,103,10755.64,819492.55,104,60,1.09,MSME_746315176
02,2026,1375413.75,106,12975.6,1038861.46,97,38,2.42,MSME_746315176
03,2026,1241666.5,455,2728.94,832027.82,445,180,2.97,MSME_746315176
04,2026,1402221.67,96,14606.48,859811.0,95,39,0.99,MSME_746315176
05,2026,1436656.64,377,3810.76,1064963.28,433,196,2.58,MSME_746315176
06,2026,1180102.01,1628,724.88,898107.7,1546,862,1.89,MSME_746315176
07,2024,1063226.37,137,7760.78,652759.88,143,63,1.29,MSME_728640733
08,2024,1284352.14,179,7175.15,649182.17,147,120,1.29,MSME_728640733
09,2024,983910.14,458,2148.28,532457.24,497,201,2.62,MSME_728640733
10,2024,1104497.1,477,2315.51,832835.15,561,223,0.74,MSME_728640733
11,2024,1403354.24,444,3160.71,799988.64,508,209,1.33,MSME_728640733
12,2024,1116666.99,695,1606.72,719452.08,608,351,2.24,MSME_728640733
01,2025,1150551.57,190,6055.53,786299.48,188,66,0.15,MSME_728640733
02,2025,1013816.91,311,3259.86,687335.47,358,130,2.35,MSME_728640733
03,2025,1092312.96,100,10923.13,583607.13,99,46,1.56,MSME_728640733
04,2025,1149780.58,84,13687.86,702728.03,67,44,1.81,MSME_728640733
05,2025,1047490.87,91,11510.89,680595.04,91,41,0.54,MSME_728640733
06,2025,964011.71,215,4483.78,677027.41,239,123,2.1,MSME_728640733
07,2025,894674.08,247,3622.16,644940.2,218,74,0.73,MSME_728640733
08,2025,1233711.83,85,14514.26,920915.97,86,34,0.41,MSME_728640733
09,2025,987036.75,68,14515.25,575673.36,66,23,2.29,MSME_728640733
10,2025,1047977.77,275,3810.83,654329.12,247,143,1.23,MSME_728640733
11,2025,751686.33,126,5965.76,515865.02,106,82,0.31,MSME_728640733
12,2025,1158453.34,1355,854.95,682892.27,1161,659,2.06,MSME_728640733
01,2026,1036337.35,123,8425.51,608882.48,139,45,2.44,MSME_728640733
02,2026,1419373.83,118,12028.59,974486.56,128,51,0.88,MSME_728640733
03,2026,909943.91,128,7108.94,475344.32,143,52,1.6,MSME_728640733
04,2026,925051.52,156,5929.82,624466.81,164,100,1.25,MSME_728640733
05,2026,1069720.31,108,9904.82,716909.99,123,32,0.84,MSME_728640733
06,2026,1064558.73,128,8316.87,844645.48,142,69,0.86,MSME_728640733
07,2024,1677110.19,118,14212.8,1030394.92,136,68,2.57,MSME_516353046
08,2024,2018556.83,237,8517.12,1449108.21,227,80,0.99,MSME_516353046
09,2024,1946870.33,289,6736.58,1400122.87,328,111,1.86,MSME_516353046
10,2024,1955169.65,155,12614.0,1423200.33,134,95,1.55,MSME_516353046
11,2024,2229153.58,196,11373.23,1422765.57,160,86,0.94,MSME_516353046
12,2024,2512849.76,242,10383.68,1415445.49,253,101,2.09,MSME_516353046
01,2025,1860131.16,952,1953.92,1402703.86,917,372,1.58,MSME_516353046
02,2025,2344328.64,350,6698.08,1353616.17,290,119,1.07,MSME_516353046
03,2025,2178428.45,215,10132.23,1549389.66,236,80,0.98,MSME_516353046
04,2025,2312376.13,158,14635.29,1837771.03,128,63,0.44,MSME_516353046
05,2025,2070298.29,276,7501.08,1342314.13,254,107,0.4,MSME_516353046
06,2025,2158405.41,533,4049.54,1106321.88,431,314,0.29,MSME_516353046
07,2025,1753470.18,136,12893.16,1040246.02,158,61,0.45,MSME_516353046
08,2025,2386262.51,191,12493.52,1514960.48,218,71,2.08,MSME_516353046
09,2025,2283227.02,211,10820.98,1256503.31,191,134,1.53,MSME_516353046
10,2025,2214003.3,774,2860.47,1316665.7,742,384,2.79,MSME_516353046
11,2025,2636528.31,457,5769.21,1777158.14,387,305,1.4,MSME_516353046
12,2025,2120703.36,362,5858.3,1308417.83,425,222,2.15,MSME_516353046
01,2026,2623194.28,179,14654.72,1760901.43,175,112,0.8,MSME_516353046
02,2026,2723152.6,633,4301.98,2131134.28,526,372,1.47,MSME_516353046
03,2026,2316307.83,501,4623.37,1302199.24,490,250,0.2,MSME_516353046
04,2026,2575006.15,1856,1387.4,2002238.05,1517,1075,1.62,MSME_516353046
05,2026,2380938.0,455,5232.83,1199703.47,472,267,0.32,MSME_516353046
06,2026,2154935.69,202,10668.0,1624842.2,163,129,1.16,MSME_516353046
07,2024,1569811.92,114,13770.28,1106994.58,114,50,0.39,MSME_170332113
08,2024,1663618.56,201,8276.71,1317981.22,238,78,0.24,MSME_170332113
09,2024,1599104.1,189,8460.87,1172281.24,192,100,2.72,MSME_170332113
10,2024,1575651.46,1513,1041.41,1039043.99,1225,484,2.13,MSME_170332113
11,2024,1651283.3,112,14743.6,1188247.06,101,71,1.72,MSME_170332113
12,2024,1626034.67,490,3318.44,1280591.81,479,251,0.91,MSME_170332113
01,2025,1623433.72,176,9224.06,984324.04,163,109,2.6,MSME_170332113
02,2025,1823951.88,205,8897.33,1380538.46,220,81,2.59,MSME_170332113
03,2025,1516138.02,338,4485.62,932421.51,307,178,2.66,MSME_170332113
04,2025,1734467.52,252,6882.81,968826.19,274,76,2.43,MSME_170332113
05,2025,1647545.48,339,4860.02,851257.01,366,228,2.04,MSME_170332113
06,2025,1367661.57,250,5470.65,710666.75,264,78,2.57,MSME_170332113
07,2025,1850385.06,173,10695.87,1396716.12,196,69,1.55,MSME_170332113
08,2025,1610607.84,494,3260.34,1026338.25,591,244,1.19,MSME_170332113
09,2025,1845203.62,1557,1185.1,1293641.16,1525,919,2.01,MSME_170332113
10,2025,1937311.44,1053,1839.8,1157934.34,1162,329,0.71,MSME_170332113
11,2025,2137952.91,466,4587.88,1306507.43,458,213,2.12,MSME_170332113
12,2025,1992347.46,1531,1301.34,1411912.65,1289,928,1.23,MSME_170332113
01,2026,2013658.94,1600,1258.54,1117073.65,1750,1002,1.7,MSME_170332113
02,2026,1810782.19,194,9333.93,1118562.51,212,128,1.29,MSME_170332113
03,2026,2192435.25,167,13128.35,1726223.25,173,56,2.4,MSME_170332113
04,2026,1802621.63,257,7014.09,1170315.71,281,132,2.39,MSME_170332113
05,2026,2208137.83,318,6943.83,1501537.74,297,197,2.23,MSME_170332113
06,2026,1549225.56,525,2950.91,1101513.46,589,219,2.64,MSME_170332113
07,2024,3549888.16,253,14031.18,2777648.46,217,138,1.51,MSME_273844906
08,2024,2674218.44,907,2948.42,1591662.08,894,478,1.27,MSME_273844906
09,2024,3321568.47,234,14194.74,2007364.97,267,160,0.23,MSME_273844906
10,2024,3142871.86,453,6937.91,2301066.46,406,253,1.79,MSME_273844906
11,2024,3697553.66,953,3879.91,2398209.83,1108,360,2.05,MSME_273844906
12,2024,3117944.32,374,8336.75,1770832.5,413,125,2.02,MSME_273844906
01,2025,3571800.27,392,9111.74,2117196.95,380,136,1.8,MSME_273844906
02,2025,3659734.81,601,6089.41,2105903.5,510,344,1.53,MSME_273844906
03,2025,3137086.53,960,3267.8,1864389.19,812,603,0.81,MSME_273844906
04,2025,3738284.81,379,9863.55,2724376.83,427,237,2.08,MSME_273844906
05,2025,4190112.08,854,4906.45,2392000.36,944,509,0.6,MSME_273844906
06,2025,3835215.87,1373,2793.31,2600961.43,1627,531,2.41,MSME_273844906
07,2025,3766518.82,1081,3484.29,2817749.87,1022,516,2.79,MSME_273844906
08,2025,3670553.74,433,8477.03,2626608.36,420,274,0.75,MSME_273844906
09,2025,3531491.71,741,4765.85,2356092.31,654,405,1.64,MSME_273844906
10,2025,3722172.34,378,9847.02,1962054.92,383,147,0.72,MSME_273844906
11,2025,3991364.03,282,14153.77,3042246.57,279,124,0.54,MSME_273844906
12,2025,3352717.69,382,8776.75,1853995.55,344,152,2.98,MSME_273844906
01,2026,3873339.65,1916,2021.58,2561833.11,2223,736,0.65,MSME_273844906
02,2026,3391573.16,234,14493.9,2547360.58,220,70,0.36,MSME_273844906
03,2026,3286858.5,350,9391.02,2188986.12,295,139,2.7,MSME_273844906
04,2026,4706123.57,393,11974.87,3069592.84,340,264,1.85,MSME_273844906
05,2026,3831677.53,764,5015.28,2600246.01,699,530,2.3,MSME_273844906
06,2026,3831804.67,303,12646.22,2065142.97,324,195,2.23,MSME_273844906
07,2024,862262.84,350,2463.61,431349.26,292,211,2.37,MSME_888464452
08,2024,878554.75,73,12035.0,636998.07,59,39,1.69,MSME_888464452
09,2024,950885.88,101,9414.71,742498.56,83,47,2.59,MSME_888464452
10,2024,1127671.85,80,14095.9,776891.63,77,34,0.65,MSME_888464452
11,2024,773259.03,176,4393.52,410963.49,203,63,2.59,MSME_888464452
12,2024,911950.19,61,14950.0,633086.15,62,18,1.7,MSME_888464452
01,2025,892304.84,105,8498.14,616754.2,119,48,0.31,MSME_888464452
02,2025,931208.85,117,7959.05,623528.96,131,58,0.64,MSME_888464452
03,2025,1198323.25,88,13617.31,673633.51,101,32,0.7,MSME_888464452
04,2025,864793.98,291,2971.8,536930.67,266,197,1.21,MSME_888464452
05,2025,1207965.29,123,9820.86,799257.27,101,46,1.73,MSME_888464452
06,2025,997964.58,94,10616.64,589610.95,101,60,2.08,MSME_888464452
07,2025,994755.57,122,8153.73,595963.52,105,42,1.31,MSME_888464452
08,2025,1035589.17,796,1300.99,661191.62,802,276,1.64,MSME_888464452
09,2025,1065845.1,286,3726.73,813966.99,322,117,2.09,MSME_888464452
10,2025,1157404.13,360,3215.01,743881.77,389,190,2.83,MSME_888464452
11,2025,1080821.27,828,1305.34,809280.2,864,367,1.76,MSME_888464452
12,2025,1223022.72,248,4931.54,831331.76,230,125,0.42,MSME_888464452
01,2026,1062657.23,117,9082.54,592123.63,119,59,2.3,MSME_888464452
02,2026,1326066.44,215,6167.75,946856.87,196,96,1.74,MSME_888464452
03,2026,1061220.17,137,7746.13,722057.86,149,83,0.7,MSME_888464452
04,2026,1326375.0,2537,522.81,938988.82,2564,1374,2.47,MSME_888464452
05,2026,1233542.11,141,8748.53,784504.8,139,72,0.6,MSME_888464452
06,2026,1210767.27,654,1851.33,820635.77,765,240,0.67,MSME_888464452
07,2024,2176760.31,452,4815.84,1390417.3,523,151,2.43,MSME_570954656
08,2024,2186271.87,514,4253.45,1301099.44,492,238,2.05,MSME_570954656
09,2024,2197786.1,1941,1132.3,1534202.1,2053,773,0.88,MSME_570954656
10,2024,2122089.28,1027,2066.3,1502336.97,993,362,1.39,MSME_570954656
11,2024,2187718.14,158,13846.32,1656595.8,127,92,2.08,MSME_570954656
12,2024,1835013.92,275,6672.78,1157945.25,318,106,0.32,MSME_570954656
01,2025,2653531.32,243,10919.88,1679820.72,268,167,0.94,MSME_570954656
02,2025,2306568.46,250,9226.27,1435418.53,298,91,2.87,MSME_570954656
03,2025,2227352.47,232,9600.66,1441683.54,217,73,1.61,MSME_570954656
04,2025,2137371.22,217,9849.64,1670230.98,250,142,1.16,MSME_570954656
05,2025,2627143.97,187,14048.9,1395721.26,198,86,3.0,MSME_570954656
06,2025,2713856.52,455,5964.52,1722985.03,368,206,1.14,MSME_570954656
07,2025,2527702.36,210,12036.68,1788021.94,204,115,1.68,MSME_570954656
08,2025,2449050.43,1895,1292.37,1372768.3,1874,913,1.47,MSME_570954656
09,2025,2575392.18,358,7193.83,1456095.11,351,227,0.12,MSME_570954656
10,2025,2667048.43,2439,1093.5,1465737.02,2480,1696,2.35,MSME_570954656
11,2025,2943220.49,413,7126.44,1885827.06,492,271,1.88,MSME_570954656
12,2025,2777311.46,578,4805.04,1544986.27,677,181,1.22,MSME_570954656
01,2026,2972876.69,581,5116.83,1667516.06,655,184,1.54,MSME_570954656
02,2026,2583143.97,489,5282.5,1890075.18,546,209,1.02,MSME_570954656
03,2026,2251253.52,162,13896.63,1698665.61,146,62,2.37,MSME_570954656
04,2026,2519875.04,240,10499.48,1749689.2,235,77,1.85,MSME_570954656
05,2026,2773403.2,1448,1915.33,1627324.7,1223,916,2.21,MSME_570954656
06,2026,2585405.78,2528,1022.71,1468715.4,3003,1506,0.55,MSME_570954656
07,2024,2374142.1,253,9383.96,1530992.09,302,82,0.6,MSME_470988194
08,2024,2680868.1,349,7681.57,1741211.12,288,128,0.94,MSME_470988194
09,2024,2604974.95,1798,1448.82,1352220.87,1827,792,1.58,MSME_470988194
10,2024,3613657.25,268,13483.8,2172933.87,308,81,2.93,MSME_470988194
11,2024,2751347.21,515,5342.42,2178472.5,594,204,1.44,MSME_470988194
12,2024,2653819.14,433,6128.91,1404761.53,487,168,2.66,MSME_470988194
01,2025,3042998.23,532,5719.92,2421211.99,468,199,0.86,MSME_470988194
02,2025,2749333.33,442,6220.21,1914919.13,420,234,0.44,MSME_470988194
03,2025,3711380.95,335,11078.75,2511498.32,391,135,2.48,MSME_470988194
04,2025,3348157.65,229,14620.78,1814029.86,259,153,2.49,MSME_470988194
05,2025,3618704.85,488,7415.38,2020439.87,504,179,1.34,MSME_470988194
06,2025,3663991.84,874,4192.21,2458963.43,762,512,0.24,MSME_470988194
07,2025,3616763.67,482,7503.66,1989025.53,467,191,2.36,MSME_470988194
08,2025,3433258.7,643,5339.44,2449733.64,768,251,0.42,MSME_470988194
09,2025,3372985.57,714,4724.07,2596888.29,796,290,1.67,MSME_470988194
10,2025,3026802.61,235,12880.01,2059905.42,270,118,0.74,MSME_470988194
11,2025,3015069.92,291,10361.07,1991541.27,313,96,1.69,MSME_470988194
12,2025,3438568.61,484,7104.48,1984901.8,398,327,2.86,MSME_470988194
01,2026,3740463.96,3277,1141.43,2206657.99,3366,1729,0.48,MSME_470988194
02,2026,2781936.02,224,12419.36,1627885.84,218,109,2.98,MSME_470988194
03,2026,3332425.03,323,10317.11,2399100.15,299,121,2.38,MSME_470988194
04,2026,3450085.8,941,3666.4,2121310.87,842,440,1.57,MSME_470988194
05,2026,2825197.54,310,9113.54,2253874.05,265,191,2.42,MSME_470988194
06,2026,3504309.92,321,10916.85,2069516.2,367,223,2.17,MSME_470988194
07,2024,506874.57,249,2035.64,257365.01,274,91,0.58,MSME_771994897
08,2024,460915.24,63,7316.11,351330.7,68,28,2.48,MSME_771994897
09,2024,393600.6,30,13120.02,288117.04,30,15,2.6,MSME_771994897
10,2024,496164.56,66,7517.64,269714.86,72,20,1.74,MSME_771994897
11,2024,366147.63,39,9388.4,199054.23,45,24,2.13,MSME_771994897
12,2024,363286.56,69,5265.02,186947.98,61,37,2.08,MSME_771994897
01,2025,420539.97,33,12743.64,276265.94,37,17,0.34,MSME_771994897
02,2025,475232.94,46,10331.15,363642.75,44,28,0.81,MSME_771994897
03,2025,398671.56,56,7119.14,263262.64,51,22,2.22,MSME_771994897
04,2025,325233.4,43,7563.57,234186.97,48,21,2.2,MSME_771994897
05,2025,536008.73,35,15314.54,421721.38,36,17,2.84,MSME_771994897
06,2025,376713.65,50,7534.27,245338.61,58,24,2.78,MSME_771994897
07,2025,328013.07,25,13120.52,175087.56,27,17,0.45,MSME_771994897
08,2025,424356.69,105,4041.49,276499.71,84,54,1.14,MSME_771994897
09,2025,378621.09,35,10817.75,220940.34,34,20,0.11,MSME_771994897
10,2025,430210.98,47,9153.43,287357.08,42,18,2.4,MSME_771994897
11,2025,426798.64,632,675.31,283527.79,722,426,1.97,MSME_771994897
12,2025,485024.47,44,11023.28,247026.35,48,19,1.49,MSME_771994897
01,2026,441780.21,209,2113.78,263798.92,179,146,1.93,MSME_771994897
02,2026,460799.22,131,3517.55,293863.62,154,41,1.3,MSME_771994897
03,2026,336827.2,24,14034.47,244942.22,27,14,0.51,MSME_771994897
04,2026,358305.76,29,12355.37,230585.61,30,19,0.79,MSME_771994897
05,2026,349696.47,43,8132.48,242100.25,50,17,1.85,MSME_771994897
06,2026,306033.64,229,1336.39,223325.85,221,94,1.17,MSME_771994897
07,2024,2610236.87,226,11549.72,1358608.46,219,144,0.26,MSME_386994251
08,2024,1473674.34,164,8985.82,755346.62,141,68,2.68,MSME_386994251
09,2024,1870221.77,169,11066.4,1145720.86,167,91,2.96,MSME_386994251
10,2024,1760206.46,134,13135.87,1334924.25,111,40,2.32,MSME_386994251
11,2024,2001793.74,603,3319.72,1163349.83,651,267,1.19,MSME_386994251
12,2024,1933861.98,3344,578.31,1516394.0,2879,1303,1.8,MSME_386994251
01,2025,2221304.62,1050,2115.53,1322664.89,1125,599,0.93,MSME_386994251
02,2025,1937517.34,189,10251.41,1007530.5,188,131,2.29,MSME_386994251
03,2025,1487595.2,449,3313.13,891933.63,405,143,0.42,MSME_386994251
04,2025,2000477.51,253,7907.03,1160480.38,240,125,0.61,MSME_386994251
05,2025,1739409.44,223,7800.04,1346203.95,222,79,0.86,MSME_386994251
06,2025,1960345.12,133,14739.44,1193164.19,141,61,1.19,MSME_386994251
07,2025,1787178.18,236,7572.79,1238194.64,279,160,0.81,MSME_386994251
08,2025,2155523.4,167,12907.33,1278959.68,159,73,2.82,MSME_386994251
09,2025,1916925.77,138,13890.77,1496818.91,151,93,2.36,MSME_386994251
10,2025,1333592.0,557,2394.24,709827.46,602,266,2.03,MSME_386994251
11,2025,1574621.38,150,10497.48,1138082.75,163,104,0.86,MSME_386994251
12,2025,2240663.63,296,7569.81,1731713.79,260,103,2.02,MSME_386994251
01,2026,1434495.53,903,1588.59,1097979.28,835,304,2.76,MSME_386994251
02,2026,1945677.47,220,8843.99,1137092.43,243,116,2.67,MSME_386994251
03,2026,2107061.45,533,3953.21,1681200.44,519,180,1.68,MSME_386994251
04,2026,2213277.29,681,3250.04,1225122.23,556,258,2.03,MSME_386994251
05,2026,1781586.83,201,8863.62,907055.74,187,90,0.36,MSME_386994251
06,2026,2216565.24,268,8270.77,1404419.1,267,101,2.7,MSME_386994251
07,2024,1927510.82,215,8965.17,1060935.14,239,91,0.2,MSME_694754850
08,2024,1447499.79,106,13655.66,910815.52,114,32,2.08,MSME_694754850
09,2024,1457200.44,475,3067.79,817605.15,418,299,2.82,MSME_694754850
10,2024,1725306.49,440,3921.15,1208323.71,499,257,0.18,MSME_694754850
11,2024,1604597.96,161,9966.45,806764.11,172,73,0.84,MSME_694754850
12,2024,1604762.53,115,13954.46,1162192.04,112,77,0.13,MSME_694754850
01,2025,1711175.28,226,7571.57,953001.85,203,120,1.56,MSME_694754850
02,2025,1349367.88,92,14667.04,773130.83,108,30,0.48,MSME_694754850
03,2025,1249356.75,190,6575.56,882635.68,161,122,0.95,MSME_694754850
04,2025,1412908.74,127,11125.27,866939.8,108,69,1.01,MSME_694754850
05,2025,1455291.02,116,12545.61,955796.42,131,76,0.24,MSME_694754850
06,2025,1115608.6,77,14488.42,674383.92,82,47,2.52,MSME_694754850
07,2025,1895432.25,131,14468.95,1508499.98,129,69,1.42,MSME_694754850
08,2025,1288429.12,318,4051.66,951910.61,289,217,1.15,MSME_694754850
09,2025,1466914.41,119,12327.01,1057600.07,125,41,0.68,MSME_694754850
10,2025,1059210.48,282,3756.07,585834.73,238,108,2.39,MSME_694754850
11,2025,2117408.45,284,7455.66,1147818.05,271,169,2.39,MSME_694754850
12,2025,1910117.0,200,9550.59,1527081.53,188,110,1.41,MSME_694754850
01,2026,1921610.35,135,14234.15,1114197.65,147,49,2.52,MSME_694754850
02,2026,1475267.99,410,3598.21,900128.67,345,232,0.91,MSME_694754850
03,2026,1218302.13,351,3470.95,868526.84,355,213,0.75,MSME_694754850
04,2026,1223061.68,548,2231.86,894768.8,517,295,1.23,MSME_694754850
05,2026,1864077.28,153,12183.51,1232761.92,135,46,0.79,MSME_694754850
06,2026,1735464.91,673,2578.7,1227469.01,586,241,1.21,MSME_694754850
07,2024,3139132.14,251,12506.5,1873808.15,236,91,2.95,MSME_127247653
08,2024,2429315.71,263,9236.94,1538188.96,216,85,1.74,MSME_127247653
09,2024,2545044.45,207,12294.9,1502614.77,186,130,0.9,MSME_127247653
10,2024,3022974.21,218,13866.85,1802135.61,218,74,0.91,MSME_127247653
11,2024,2522748.97,189,13347.88,1424746.23,164,125,0.41,MSME_127247653
12,2024,3477228.49,830,4189.43,2321626.95,979,448,0.99,MSME_127247653
01,2025,2593336.2,1293,2005.67,2071238.0,1437,569,0.18,MSME_127247653
02,2025,3663778.46,6149,595.83,2446610.61,7305,3257,2.81,MSME_127247653
03,2025,3658073.1,607,6026.48,2848042.99,706,361,0.75,MSME_127247653
04,2025,2735001.19,571,4789.84,1641760.87,506,383,0.9,MSME_127247653
05,2025,3031582.54,247,12273.61,1973628.43,295,86,0.65,MSME_127247653
06,2025,3551155.07,617,5755.52,2807046.66,501,347,0.85,MSME_127247653
07,2025,3609059.82,1606,2247.24,2241919.64,1824,1012,0.89,MSME_127247653
08,2025,3915643.83,1831,2138.53,2653679.49,1652,969,1.04,MSME_127247653
09,2025,3317834.49,421,7880.84,2597847.85,496,233,2.96,MSME_127247653
10,2025,2902393.42,1152,2519.44,2284286.37,983,693,0.63,MSME_127247653
11,2025,2913378.02,347,8395.9,1997628.14,331,149,2.21,MSME_127247653
12,2025,3982564.34,440,9051.28,2024666.63,423,241,1.66,MSME_127247653
01,2026,4204845.42,7099,592.32,3343157.0,6169,3757,0.99,MSME_127247653
02,2026,3288764.6,749,4390.87,2303767.95,720,269,2.59,MSME_127247653
03,2026,4157766.59,433,9602.23,2972530.86,368,279,1.01,MSME_127247653
04,2026,3827519.01,3037,1260.3,2350490.67,3285,1269,0.79,MSME_127247653
05,2026,3167647.18,348,9102.43,2181043.78,311,222,2.38,MSME_127247653
06,2026,3660744.46,366,10002.03,2415098.17,417,119,1.37,MSME_127247653
07,2024,2487773.3,638,3899.33,1922871.74,594,420,1.95,MSME_601298463
08,2024,3259008.99,319,10216.33,2027269.88,292,187,0.29,MSME_601298463
09,2024,3124904.04,336,9300.31,1636155.91,272,119,1.17,MSME_601298463
10,2024,2059161.24,390,5279.9,1420719.06,451,185,2.95,MSME_601298463
11,2024,3448274.96,1021,3377.35,2392158.71,1127,554,0.69,MSME_601298463
12,2024,3454310.88,661,5225.89,1860524.49,689,419,2.09,MSME_601298463
01,2025,2142850.19,161,13309.63,1129617.83,141,102,1.35,MSME_601298463
02,2025,2552899.82,203,12575.86,1456634.76,228,69,2.21,MSME_601298463
